23.1;0;1016.9;;;
23.1;1;1016.7;;;
23.1;2;1016.9;;;
23.1;3;1016.7;;;
23.1;4;1016.6;;;
23.1;5;1016.7;;;
23.1;6;1016.7;;;
23.1;7;1016.7;;;
23.1;8;1016.7;;;
23.1;9;1016.7;;;
23.1;10;1016.7;;;
23.1;11;1016.7;;;
23.1;12;1016.7;;;
23.1;13;1016.7;;;
23.1;14;1016.7;;;
23.1;15;1016.7;;;
23.1;16;1016.7;;;
23.1;17;1016.7;;;
23.1;18;1016.7;;;
23.1;19;1016.7;;;
23.1;20;1016.7;;;
23.1;21;1016.7;;;
23.1;22;1016.7;;;
23.1;23;1016.9;;;
23.1;24;1016.7;;;
23.1;25;1016.9;;;
23.1;26;1016.9;;;
23.1;27;1016.7;;;
23.1;28;1016.7;;;
23.2;29;1016.7;;;
23.2;30;1016.9;;;
23.2;31;1016.7;;;
23.3;32;1016.9;;;
23.3;33;1017;;;
23.4;34;1017;;;
23.4;35;1017.2;;;
23.5;36;1017.3;;;
23.5;37;1017.3;;;
23.6;38;1017.5;;;
23.6;39;1017.5;;;
23.7;40;1017.5;;;
23.8;41;1017.6;;;
23.9;42;1017.6;;;
23.9;43;1017.5;;;
24;44;1017.6;;;
24.1;45;1017.6;;;
24.2;46;1017.6;;;
24.2;47;1017.6;;;
24.3;48;1017.6;;;
24.4;49;1017.8;;;
24.4;50;1017.6;;;
24.5;51;1017.6;;;
24.5;52;1017.6;;;
24.6;53;1017.6;;;
24.6;54;1017.6;;;
24.7;55;1017.6;;;
24.7;56;1017.6;;;
24.7;57;1017.5;;;
24.8;58;1017.6;;;
24.8;59;1017.5;;;
24.8;60;1017.5;;;
24.9;61;1017.6;;;
24.9;62;1017.5;;;
24.9;63;1017.5;;;
24.9;64;1017.5;;;
24.9;65;1017.3;;;
24.9;66;1017.3;;;
24.9;67;1017.3;;;
24.9;68;1017.3;;;
25;69;1017.3;;;
25;70;1017.3;;;
25;71;1017.3;;;
25;72;1017.3;;;
25;73;1017.3;;;
25;74;1017.2;;;
25;75;1017.2;;;
25;76;1017.2;;;
25;77;1017.2;;;
25;78;1017.2;;;
25;79;1017.2;;;
25;80;1017;;;
25;81;1017;;;
25;82;1017;;;
25;83;1017;;;
25;84;1017;;;
25;85;1017;;;
25;86;1017;;;
25;87;1017;;;
25;88;1017;;;
25;89;1017;;;
25;90;1016.9;;;
25;91;1016.9;;;
25;92;1016.9;;;
25;93;1016.9;;;
25;94;1016.9;;;
25;95;1016.9;;;
25;96;1016.9;;;
25;97;1016.9;;;
25;98;1016.9;;;
25;99;1016.9;;;
25;100;1016.9;;;
25;101;1016.9;;;
25.1;102;1016.9;;;
25.1;103;1016.9;;;
25.1;104;1016.9;;;
25.1;105;1016.9;;;
25.1;106;1016.9;;;
25.1;107;1016.9;;;
25.1;108;1016.9;;;
25.1;109;1016.9;;;
25.1;110;1016.9;;;
25.1;111;1016.7;;;
25.1;112;1016.7;;;
25.1;113;1016.9;;;
25.1;114;1016.9;;;
25.1;115;1016.9;;;
25.1;116;1016.9;;;
25.1;117;1016.9;;;
25.1;118;1016.9;;;
25.1;119;1016.9;;;
25.1;120;1016.9;;;
25.1;121;1016.9;;;
25.1;122;1016.9;;;
25.2;123;1016.9;;;
25.2;124;1016.9;;;
25.2;125;1016.9;;;
25.2;126;1016.9;;;
25.2;127;1016.9;;;
25.2;128;1016.9;;;
25.2;129;1016.9;;;
25.2;130;1016.9;;;
25.2;131;1016.9;;;
25.1;132;1016.7;;;
25.1;133;1016.7;;;
25.1;134;1016.7;;;
25.1;135;1016.9;;;
25.1;136;1016.9;;;
25.1;137;1017;;;
25.1;138;1016.9;;;
25.1;139;1016.9;;;
25.1;140;1016.7;;;
25.1;141;1016.7;;;
25.1;142;1016.7;;;
25.1;143;1016.7;;;
25.1;144;1016.9;;;
25.1;145;1016.9;;;
25.1;146;1016.9;;;
25.1;147;1016.9;;;
25.1;148;1016.7;;;
25.1;149;1016.9;;;
25.1;150;1016.7;;;
25.1;151;1016.7;;;
25.1;152;1016.7;;;
25.1;153;1016.7;;;
25.1;154;1016.7;;;
25.1;155;1016.7;;;
25.1;156;1016.7;;;
25.1;157;1016.7;;;
25.1;158;1016.7;;;
25.1;159;1016.7;;;
25.1;160;1016.7;;;
25.1;161;1016.7;;;
25.1;162;1016.7;;;
25.1;163;1016.7;;;
25.1;164;1016.7;;;
25.1;165;1016.7;;;
25.1;166;1016.7;;;
25.1;167;1016.7;;;
25.1;168;1021.7;;;
25.1;169;1023.5;;;
25.1;170;1028.6;;;
25;171;1031;;;
25;172;1037.9;;;
24.9;173;1038.2;;;
24.8;174;1037.9;;;
24.7;175;1037.3;;;
24.6;176;1036.7;;;
24.6;177;1036.7;;;
24.5;178;1036.1;;;
24.4;179;1036.1;;;
24.3;180;1035.8;;;
24.3;181;1035;;;
24.2;182;1035;;;
24.1;183;1035.5;;;
24.1;184;1036.1;;;
24;185;1035.9;;;
23.9;186;1035.9;;;
23.9;187;1035.9;;;
23.8;188;1035.8;;;
23.8;189;1035.8;;;
23.7;190;1035;;;
23.7;191;1034.7;;;
23.6;192;1034;;;
23.6;193;1034.6;;;
23.5;194;1034.3;;;
23.5;195;1033.8;;;
23.5;196;1032.9;;;
23.4;197;1034.1;;;
23.4;198;1034.6;;;
23.4;199;1035.2;;;
23.3;200;1034.9;;;
23.3;201;1034.6;;;
23.2;202;1034.6;;;
23.2;203;1034.7;;;
23.2;204;1034.7;;;
23.2;205;1035;;;
23.1;206;1035;;;
23.1;207;1035;;;
23.1;208;1035.3;;;
23;209;1035.3;;;
23;210;1035.3;;;
23;211;1035.9;;;
23;212;1036.1;;;
22.9;213;1035.8;;;
22.9;214;1035.6;;;
22.9;215;1035.3;;;
22.9;216;1035.2;;;
22.8;217;1035.2;;;
22.8;218;1039.1;;;
22.8;219;1042.7;;;
22.8;220;1046.4;;;
22.7;221;1048.5;;;
22.7;222;1047.8;;;
22.7;223;1047.6;;;
22.7;224;1047.6;;;
22.6;225;1047.5;;;
22.6;226;1047.6;;;
22.6;227;1047.5;;;
22.5;228;1047.6;;;
22.5;229;1047.9;;;
22.5;230;1048.1;;;
22.5;231;1047.9;;;
22.4;232;1047.9;;;
22.4;233;1047.9;;;
22.4;234;1048.1;;;
22.4;235;1047.9;;;
22.4;236;1048.1;;;
22.3;237;1047.9;;;
22.3;238;1047.8;;;
22.3;239;1049.6;;;
22.3;240;1052.9;;;
22.3;241;1060.1;;;
22.2;242;1063.4;;;
22.2;243;1065.3;;;
22.2;244;1064.3;;;
22.2;245;1063.2;;;
22.2;246;1062.8;;;
22.1;247;1062.6;;;
22.1;248;1062.8;;;
22.1;249;1062.8;;;
22.1;250;1062.8;;;
22;251;1062.6;;;
22;252;1062.6;;;
22;253;1062.8;;;
22;254;1062.8;;;
22;255;1062.8;;;
21.9;256;1062.6;;;
21.9;257;1062.8;;;
21.9;258;1062.8;;;
21.9;259;1062.8;;;
21.9;260;1062.8;;;
21.9;261;1062.8;;;
21.9;262;1063.4;;;
21.8;263;1067.6;;;
21.8;264;1072.7;;;
21.8;265;1075.7;;;
21.8;266;1075.5;;;
21.8;267;1075.7;;;
21.8;268;1075.8;;;
21.7;269;1075.7;;;
21.7;270;1075.7;;;
21.7;271;1075.7;;;
21.7;272;1075.8;;;
21.7;273;1076;;;
21.7;274;1076;;;
21.7;275;1076;;;
21.6;276;1076;;;
21.6;277;1076.1;;;
21.6;278;1076.1;;;
21.6;279;1076.1;;;
21.6;280;1076.3;;;
21.6;281;1076.9;;;
21.6;282;1085.3;;;
21.6;283;1091;;;
21.5;284;1091.3;;;
21.5;285;1091.7;;;
21.5;286;1091.9;;;
21.5;287;1092.2;;;
21.5;288;1092.2;;;
21.5;289;1092.3;;;
21.5;290;1092.3;;;
21.4;291;1092.2;;;
21.4;292;1092.2;;;
21.4;293;1092.2;;;
21.4;294;1092.3;;;
21.4;295;1092.3;;;
21.4;296;1092.2;;;
21.4;297;1092.3;;;
21.4;298;1092.3;;;
21.4;299;1092.5;;;
21.3;300;1092.2;;;
21.3;301;1083.2;;;
21.3;302;1087.4;;;
21.3;303;1092.8;;;
21.3;304;1097.1;;;
21.3;305;1100.4;;;
21.3;306;1102.7;;;
21.3;307;1102.8;;;
21.3;308;1103;;;
21.3;309;1103;;;
21.2;310;1102.8;;;
21.2;311;1103;;;
21.2;312;1103;;;
21.2;313;1103;;;
21.2;314;1103;;;
21.2;315;1103;;;
21.2;316;1103;;;
21.2;317;1103;;;
21.2;318;1102.8;;;
21.2;319;1103;;;
21.1;320;1102.8;;;
21.1;321;1102.8;;;
21.1;322;1103;;;
21.1;323;1097.9;;;
21.1;324;1086.8;;;
21.1;325;1067.3;;;
21.1;326;1048.2;;;
21.1;327;1020.6;;;
21.1;328;1016.6;;;
21.1;329;1016.6;;;
21.1;330;1016.4;;;
21.1;331;1016.6;;;
21.1;332;1016.6;;;
21.1;333;1016.7;;;
21.1;334;1016.7;;;
21.1;335;1016.7;;;
21.1;336;1016.7;;;
21;337;1016.6;;;
21;338;1016.6;;;
21;339;1016.7;;;
21;340;1016.6;;;
21;341;1016.7;;;
21;342;1016.7;;;
21;343;1016.7;;;
21;344;1016.6;;;
21;345;1016.7;;;
21;346;1016.4;;;
21;347;1016.4;;;
21;348;1016.4;;;
21;349;1016.4;;;
21;350;1016.4;;;
20.9;351;1016.4;;;
20.9;352;1016.3;;;
20.9;353;1016.4;;;
20.9;354;1016.3;;;
20.9;355;1016.3;;;
20.9;356;1016.4;;;
20.9;357;1016.4;;;
20.9;358;1016.4;;;
20.9;359;1016.4;;;
20.9;360;1016.4;;;
20.9;361;1016.4;;;
20.9;362;1016.4;;;
20.8;363;1016.3;;;
20.8;364;1016.3;;;
20.8;365;1016.3;;;
20.8;366;1016.3;;;
20.8;367;1016.3;;;
20.8;368;1016.3;;;
20.8;369;1016.3;;;
20.8;370;1016.3;;;
20.8;371;1016.3;;;
20.8;372;1016.4;;;
20.8;373;1016.4;;;
20.8;374;1016.4;;;
20.7;375;1016.3;;;
20.7;376;1016.3;;;
20.7;377;1016.3;;;
20.7;378;1016.3;;;
20.7;379;1016.3;;;
20.7;380;1016.4;;;
20.7;381;1016.4;;;
20.7;382;1016.4;;;
20.7;383;1016.4;;;
20.7;384;1016.4;;;
20.7;385;1016.4;;;
20.7;386;1016.6;;;
20.7;387;1016.6;;;
20.7;388;1016.4;;;
20.6;389;1016.4;;;
20.6;390;1016.3;;;
20.6;391;1016.4;;;
20.6;392;1016.4;;;
20.6;393;1016.4;;;
20.6;394;1016.4;;;
20.6;395;1016.4;;;
20.6;396;1016.4;;;
20.6;397;1016.6;;;
20.6;398;1016.6;;;
20.6;399;1016.6;;;
20.6;400;1016.6;;;
20.6;401;1016.4;;;
20.6;402;1016.4;;;
20.6;403;1016.4;;;
20.6;404;1016.4;;;
20.6;405;1016.4;;;
20.6;406;1016.4;;;
20.6;407;1016.4;;;
20.6;408;1016.6;;;
20.6;409;1016.6;;;
20.6;410;1016.6;;;
20.6;411;1016.6;;;
20.6;412;1016.9;;;
20.7;413;1016.7;;;
20.7;414;1016.9;;;
20.8;415;1017;;;
20.9;416;1017.2;;;
21.1;417;1017.5;;;
21.2;418;1017.5;;;
21.3;419;1017.6;;;
21.4;420;1017.8;;;
21.5;421;1018.1;;;
21.6;422;1017.9;;;
21.7;423;1018.1;;;
21.8;424;1018.1;;;
21.9;425;1018.1;;;
21.9;426;1018.1;;;
22;427;1018.1;;;
22;428;1017.9;;;
22.1;429;1017.9;;;
22.1;430;1017.8;;;
22.2;431;1017.8;;;
22.2;432;1017.8;;;
22.2;433;1017.6;;;
22.3;434;1017.6;;;
22.3;435;1017.6;;;
22.3;436;1017.5;;;
22.3;437;1017.5;;;
22.4;438;1017.5;;;
22.4;439;1017.5;;;
22.4;440;1017.3;;;
22.4;441;1017.3;;;
22.4;442;1017.3;;;
22.4;443;1017.2;;;
22.4;444;1017.2;;;
22.4;445;1017.2;;;
22.4;446;1017.2;;;
22.5;447;1017.2;;;
22.5;448;1017.2;;;
22.5;449;1017.2;;;
22.5;450;1017.2;;;
22.5;451;1017;;;
22.5;452;1017;;;
22.5;453;1017;;;
22.5;454;1017;;;
22.5;455;1017;;;
22.5;456;1017;;;
22.5;457;1017;;;
22.5;458;1017;;;
22.5;459;1017;;;
22.5;460;1017;;;
22.5;461;1016.9;;;
22.5;462;1016.9;;;
22.5;463;1016.9;;;
22.5;464;1016.9;;;
22.5;465;1016.9;;;
22.5;466;1016.9;;;
22.5;467;1016.9;;;
22.5;468;1016.7;;;
22.5;469;1016.7;;;
22.5;470;1016.7;;;
22.5;471;1016.9;;;
22.5;472;1016.6;;;
22.5;473;1016.7;;;
22.5;474;1016.7;;;
22.5;475;1016.6;;;
22.5;476;1016.6;;;
22.5;477;1016.6;;;
22.5;478;1016.6;;;
22.5;479;1016.6;;;
22.5;480;1016.6;;;
22.5;481;1016.6;;;
22.5;482;1016.6;;;
22.5;483;1016.6;;;
22.5;484;1016.6;;;
22.5;485;1016.6;;;
22.5;486;1016.6;;;
22.5;487;1016.6;;;
22.5;488;1016.6;;;
22.5;489;1016.6;;;
